Customer ID,Recency,Frequency,Monetary,AvgOrderValue,DaysBetweenPurchases,TopProduct,PeakMonth,Q4Share,WeekendRatio,Cluster
12478,4,1,680.99,680.99,53.0,POSTAGE,12,1.0,0.0,0
12479,11,1,527.2,527.2,53.0,PACK OF 72 RETROSPOT CAKE CASES,11,1.0,0.0,0
12480,28,4,3281.63,820.4075,102.33333333333333,FAWN BLUE HOT WATER BOTTLE,1,0.2597402597402597,0.0,0
12481,23,10,5579.82,557.982,37.666666666666664,POSTAGE,10,0.37962962962962965,0.0,0
12483,17,8,2484.98,310.6225,45.285714285714285,POSTAGE,10,0.29333333333333333,0.21333333333333335,0
12484,33,6,4527.32,754.5533333333333,60.2,BLUE HAPPY BIRTHDAY BUNTING,8,0.1836734693877551,0.3498542274052478,0
12488,10,3,1298.66,432.8866666666667,32.5,PINK OWL SOFT TOY,11,0.6181818181818182,0.38181818181818183,0
12489,336,1,334.93,334.93,53.0,POSTAGE,1,0.0,0.0,0
12490,5,10,5417.93,541.793,35.666666666666664,POSTAGE,11,0.32653061224489793,0.20408163265306123,0
12491,39,1,460.40000000000003,460.40000000000003,53.0,12 PENCIL SMALL TUBE WOODLAND,11,1.0,0.0,0
12492,63,2,263.21000000000004,131.60500000000002,42.0,POSTAGE,10,0.55,0.0,0
12493,166,2,433.74,216.87,31.0,LUNCH BAG APPLE DESIGN,5,0.0,0.0,0
12494,16,7,1246.1000000000001,178.01428571428573,57.666666666666664,POSTAGE,5,0.38961038961038963,0.19480519480519481,0
12497,82,1,1043.1,1043.1,53.0,HAND WARMER RED RETROSPOT,9,0.0,0.0,0
12498,21,3,403.70000000000005,134.5666666666667,18.0,POSTAGE,10,1.0,0.0,0
12500,23,11,4257.82,387.07454545454544,30.7,POSTAGE,10,0.47540983606557374,0.0,0
12501,337,1,2169.39,2169.39,53.0,CHARLOTTE BAG DOLLY GIRL DESIGN,1,0.0,0.0,0
12502,96,5,3723.87,744.774,53.25,REGENCY CAKESTAND 3 TIER,9,0.0,0.0,0
12504,18,2,482.04999999999995,241.02499999999998,12.0,CAKE STAND 3 TIER MAGIC GARDEN,11,1.0,0.0,0
12506,233,1,73.5,73.5,53.0,ROUND CAKE TIN VINTAGE GREEN,4,0.0,0.0,0
12507,134,3,1304.81,434.93666666666667,82.0,JAM MAKING SET WITH JARS,2,0.0,0.0,0
12508,26,2,397.88,198.94,2.0,WOODEN HEART CHRISTMAS SCANDINAVIAN,11,1.0,0.25,0
12509,284,1,176.5,176.5,53.0,PARTY BUNTING,2,0.0,0.0,0
12510,143,2,982.5699999999999,491.28499999999997,182.0,BLACK RECORD COVER FRAME,1,0.0,0.0,0
12512,66,2,132.18,66.09,0.0,BLUE POLKADOT GARDEN PARASOL,10,1.0,0.0,0
12513,113,1,612.29,612.29,53.0,WOODLAND CHARLOTTE BAG,8,0.0,0.0,0
12514,267,1,1017.68,1017.68,53.0,HOME BUILDING BLOCK WORD,3,0.0,0.0,0
12515,353,1,383.7,383.7,53.0,CAKE STAND WHITE TWO TIER LACE,12,1.0,0.0,0
12516,78,2,1312.06,656.03,102.0,JUMBO SHOPPER VINTAGE RED PAISLEY,6,0.0,0.5,0
12517,28,5,2481.6,496.32,40.0,60 TEATIME FAIRY CAKE CASES,6,0.26523297491039427,0.0,0
12518,1,5,2056.89,411.378,27.0,POSTAGE,9,0.5887096774193549,0.14516129032258066,0
12519,64,1,330.84,330.84,53.0,STRAWBERRY LUNCH BOX WITH CUTLERY,10,1.0,0.0,0
12520,79,5,2634.26,526.8520000000001,48.25,POSTAGE,3,0.0,0.0,0
12521,143,1,599.68,599.68,53.0,ILLUSTRATED CAT BOWL ,7,0.0,0.0,0
12522,39,2,192.72,96.36,12.0,POSTAGE,10,1.0,0.0,0
12523,19,11,1789.77,162.70636363636365,30.8,POSTAGE,10,0.330188679245283,0.19811320754716982,0
12524,9,8,4485.72,560.715,45.857142857142854,POSTAGE,5,0.19444444444444445,0.22916666666666666,0
12526,1,3,1316.66,438.8866666666667,46.5,POSTAGE,9,0.5915492957746479,0.0,0
12527,82,3,348.71000000000004,116.23666666666668,121.5,WOODLAND  HEIGHT CHART STICKERS ,1,0.0,0.0,0
12528,9,6,1933.48,322.24666666666667,60.4,POSTAGE,1,0.29347826086956524,0.0,0
12530,60,4,1662.28,415.57,92.0,JUMBO BAG RED RETROSPOT,10,0.30303030303030304,0.0,0
12531,15,1,125.22,125.22,53.0,SET OF 72 PINK HEART PAPER DOILIES,11,1.0,0.0,0
12532,30,1,349.83000000000004,349.83000000000004,53.0,NOEL GARLAND PAINTED ZINC ,11,1.0,0.0,0
12534,131,1,1089.18,1089.18,53.0,TRAVEL SEWING KIT,8,0.0,0.0,0
12535,92,2,716.35,358.175,94.0,RETROSPOT HEART HOT WATER BOTTLE,6,0.0,0.0,0
12536,43,3,12601.830000000002,4200.610000000001,7.5,Manual,10,1.0,0.0,0
12538,29,1,363.95,363.95,53.0,NOVELTY BISCUITS CAKE STAND 3 TIER,11,1.0,0.0,0
12539,22,4,5568.35,1392.0875,103.33333333333333,JAM MAKING SET PRINTED,1,0.1575091575091575,0.0,0
12540,20,17,13400.24,788.2494117647059,20.875,POSTAGE,5,0.2803347280334728,0.056485355648535567,0
12541,30,3,981.18,327.06,125.0,POSTAGE,11,0.46153846153846156,0.21153846153846154,0
12544,36,1,372.7,372.7,53.0,JAM MAKING SET WITH JARS,11,1.0,0.0,0
12545,75,2,1000.39,500.195,184.0,SET OF 36 PAISLEY FLOWER DOILIES,3,0.0,0.32,0
12546,47,2,1161.5,580.75,31.0,CHRISTMAS CRAFT WHITE FAIRY ,9,0.34782608695652173,0.0,0
12547,198,2,207.79999999999998,103.89999999999999,82.0,POSTAGE,3,0.0,0.0,0
12548,166,1,95.19999999999999,95.19999999999999,53.0,SET OF 72 RETROSPOT PAPER  DOILIES,6,0.0,1.0,0
12550,79,1,964.83,964.83,53.0,JUMBO BAG VINTAGE DOILY ,9,0.0,0.0,0
12551,358,1,168.0,168.0,53.0,JUMBO  BAG BAROQUE BLACK WHITE,12,1.0,0.0,0
12552,39,2,437.82,218.91,0.0,ASSORTED COLOUR BIRD ORNAMENT,10,1.0,0.0,0
12553,8,10,3692.28,369.228,35.22222222222222,POSTAGE,3,0.2931937172774869,0.11518324607329843,0
12556,50,2,599.56,299.78,100.0,PLASTERS IN TIN SKULLS,7,0.453781512605042,0.0,0
12557,16,5,11990.960000000001,2398.192,88.25,LUNCH BAG CARS BLUE,7,0.2727272727272727,0.0,0
12558,8,1,269.96,269.96,53.0,CARD DOLLY GIRL ,12,1.0,0.0,0
12559,311,2,561.71,280.855,8.0,OVEN MITT APPLES DESIGN,1,0.0,0.0,0
12560,5,3,2134.01,711.3366666666667,68.0,DOLLY GIRL LUNCH BOX,7,0.26666666666666666,0.26666666666666666,0
12561,303,1,238.85,238.85,53.0,FOUR HOOK  WHITE LOVEBIRDS,2,0.0,0.0,0
12562,8,7,3781.7400000000002,540.2485714285715,31.333333333333332,POSTAGE,8,0.4107142857142857,0.0,0
12564,261,1,456.9,456.9,53.0,CIRCUS PARADE LUNCH BOX ,3,0.0,0.0,0
12565,289,1,145.92,145.92,53.0,ASSORTED BOTTLE TOP  MAGNETS ,2,0.0,0.0,0
12566,86,1,351.65,351.65,53.0,SWEETHEART CERAMIC TRINKET BOX,9,0.0,0.0,0
12567,23,10,9401.28,940.128,38.111111111111114,POSTAGE,6,0.36771300448430494,0.33183856502242154,0
12569,2,32,4124.69,128.8965625,8.172413793103448,POSTAGE,12,0.5106382978723404,0.05319148936170213,0
12571,40,2,519.61,259.805,81.0,SET/20 RED RETROSPOT PAPER NAPKINS ,10,0.5882352941176471,0.0,0
12572,9,2,1020.42,510.21,43.0,CARD GINGHAM ROSE ,10,1.0,0.0,0
12573,227,1,160.54000000000002,160.54000000000002,53.0,IVORY HANGING DECORATION  HEART,4,0.0,0.0,0
12574,316,1,218.45,218.45,53.0,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,0.0,0.0,0
12576,36,5,1315.83,263.166,67.0,LARGE CHINESE STYLE SCISSOR,11,0.29545454545454547,0.0,0
12577,35,3,626.6,208.86666666666667,161.5,PLAYING CARDS JUBILEE UNION JACK,11,1.0,0.0,0
12578,21,2,2794.51,1397.255,308.0,POSTAGE,1,0.38596491228070173,0.0,0
12579,78,1,440.42,440.42,53.0,ASSORTED COLOUR MINI CASES,9,0.0,0.0,0
12580,247,1,415.7,415.7,53.0,PLASTERS IN TIN WOODLAND ANIMALS,4,0.0,0.0,0
12581,40,1,197.71,197.71,53.0,LARGE CHINESE STYLE SCISSOR,10,1.0,0.0,0
12582,239,2,511.36,255.68,49.0,POSTAGE,2,0.0,0.0,0
12583,3,15,7281.38,485.42533333333336,26.0,POSTAGE,11,0.3441295546558704,0.05668016194331984,0
12584,4,9,2338.15,259.7944444444445,34.0,DOORMAT UNION FLAG,10,0.4895833333333333,0.125,0
12585,234,2,2040.1,1020.05,117.0,BAKING SET 9 PIECE RETROSPOT ,12,0.7471264367816092,0.0,0
12586,17,1,196.94000000000003,196.94000000000003,53.0,SET OF 4 JAM JAR MAGNETS,11,1.0,0.0,0
12587,8,1,144.0,144.0,53.0,JUMBO BAG OWLS,12,1.0,0.0,0
12588,39,1,214.89999999999998,214.89999999999998,53.0,RED RETROSPOT CAKE STAND,10,1.0,0.0,0
12589,29,2,646.68,323.34,115.0,SET OF 6 TEA TIME BAKING CASES,11,0.7142857142857143,0.0,0
12590,211,2,9864.26,4932.13,0.0,RED RETROSPOT UMBRELLA,5,0.0,0.0,0
12591,317,1,452.84999999999997,452.84999999999997,53.0,TEA TIME DES TEA COSY,1,0.0,0.0,0
12592,92,2,437.6,218.8,121.0,WOODLAND CHARLOTTE BAG,5,0.0,0.0,0
12593,109,3,418.09999999999997,139.36666666666665,55.0,LUNCH BAG WOODLAND,5,0.0,0.0,0
12594,38,10,3338.2200000000003,333.822,31.22222222222222,CHILDRENS APRON APPLES DESIGN,10,0.211864406779661,0.0,0
12596,51,2,618.27,309.135,190.0,FRIDGE MAGNETS LES ENFANTS ASSORTED,4,0.4444444444444444,0.0,0
12597,19,4,3811.22,952.805,82.66666666666667,POSTAGE,10,0.6213592233009708,0.6213592233009708,0
12598,10,8,3023.08,377.885,38.857142857142854,CHARLOTTE BAG DOLLY GIRL DESIGN,11,0.38636363636363635,0.19696969696969696,0
12599,29,7,1032.58,147.51142857142855,45.333333333333336,POSTAGE,2,0.22580645161290322,0.24193548387096775,0
12600,29,10,2599.04,259.904,37.666666666666664,POSTAGE,8,0.25,0.1875,0
12601,190,5,577.0600000000001,115.412,35.25,POSTAGE,1,0.0,0.0,0
12602,59,1,153.12,153.12,53.0,BOX OF VINTAGE ALPHABET BLOCKS,10,1.0,0.0,0
12603,22,1,739.1999999999999,739.1999999999999,53.0,REGENCY CAKESTAND 3 TIER,11,1.0,0.0,0
12604,79,2,254.18,127.09,182.0,PINK FAIRY CAKE CHILDRENS APRON,3,0.0,0.0,0
12607,60,1,1579.51,1579.51,53.0,PLASTERS IN TIN SPACEBOY,10,1.0,0.0,0
12609,78,3,1126.85,375.6166666666666,120.0,POSTAGE,6,0.0,0.0,0
12610,23,5,2099.54,419.908,25.25,POSTAGE,8,0.32075471698113206,0.0,0
12611,52,1,1193.32,1193.32,53.0,RED RETROSPOT MINI CASES,10,1.0,0.0,0
12612,74,1,704.0400000000001,704.0400000000001,53.0,PURPLE BOUDICCA LARGE BRACELET,9,0.0,0.0,0
12613,57,5,3344.38,668.876,51.0,POSTAGE,10,0.5163398692810458,0.0,0
12614,278,1,315.6,315.6,53.0,JOY LARGE WOOD LETTERS,3,0.0,0.0,0
12615,2,4,2291.19,572.7975,55.0,POSTAGE,6,0.42857142857142855,0.0,0
12616,95,2,713.3,356.65,202.0,PLASTERS IN TIN WOODLAND ANIMALS,9,0.0,0.0,0
12617,29,1,352.98,352.98,53.0,IVORY WICKER HEART MEDIUM,11,1.0,0.0,0
12618,22,1,177.31,177.31,53.0,MINI LIGHTS WOODLAND MUSHROOMS,11,1.0,0.0,0
12619,16,9,3641.24,404.5822222222222,29.375,POSTAGE,11,0.34444444444444444,0.15555555555555556,0
12620,15,3,1339.41,446.47,94.5,RED POLKADOT BEAKER ,11,0.3804347826086957,0.0,0
12621,2,20,13689.67,684.4835,18.63157894736842,POSTAGE,5,0.2740899357601713,0.0,0
12622,232,1,180.1,180.1,53.0,JUMBO BAG ALPHABET,4,0.0,0.0,0
12623,276,1,305.1,305.1,53.0,CHILDRENS APRON APPLES DESIGN,3,0.0,0.0,0
12624,106,2,641.13,320.565,71.0,POSTAGE,6,0.0,0.0,0
12625,212,2,2683.82,1341.91,107.0,POSTAGE,1,0.0,0.0,0
12626,23,9,6620.48,735.6088888888888,37.5,POSTAGE,10,0.29931972789115646,0.0,0
12627,11,7,4478.53,639.79,21.166666666666668,POSTAGE,8,0.3869565217391304,0.1608695652173913,0
12628,4,3,786.46,262.15333333333336,29.5,POSTAGE,10,1.0,0.2682926829268293,0
12630,10,2,1270.88,635.44,34.0,CINAMMON SET OF 9 T-LIGHTS,10,1.0,0.0,0
12631,57,1,640.5,640.5,53.0,SET OF 3 REGENCY CAKE TINS,10,1.0,0.0,0
12633,59,4,2163.98,540.995,76.0,POSTAGE,5,0.1485148514851485,0.0,0
12635,90,2,1689.18,844.59,65.0,COFFEE MUG APPLES DESIGN,9,0.0,0.6039603960396039,0
12637,67,8,6002.9,750.3625,31.75,PLASTERS IN TIN WOODLAND ANIMALS,9,0.18586387434554974,0.0,0
12638,33,1,671.69,671.69,53.0,SET OF 3 BIRD LIGHT PINK FEATHER ,11,1.0,1.0,0
12639,239,1,486.1,486.1,53.0,HAPPY STENCIL CRAFT,4,0.0,0.0,0
12640,24,3,1174.58,391.52666666666664,28.5,BOX OF 6 MINI 50'S CRACKERS,9,0.20754716981132076,0.0,0
12641,115,1,185.9,185.9,53.0,MOBILE VINTAGE HEARTS ,8,0.0,0.0,0
12642,25,3,1013.26,337.75333333333333,41.0,SET OF 6 RIBBONS VINTAGE CHRISTMAS,8,0.48936170212765956,0.0,0
12643,128,6,3344.64,557.4399999999999,40.4,POSTAGE,5,0.0,0.0,0
12644,130,1,477.91,477.91,53.0,PANTRY MAGNETIC  SHOPPING LIST,8,0.0,0.0,0
12645,34,4,1775.18,443.795,93.66666666666667,POSTAGE,8,0.1917808219178082,0.1917808219178082,0
12646,5,2,1346.97,673.485,44.0,SET 6 SCHOOL MILK BOTTLES IN CRATE,10,1.0,0.0,0
12647,22,12,3722.82,310.235,30.90909090909091,POSTAGE,12,0.4380165289256198,0.30578512396694213,0
12648,155,1,318.05,318.05,53.0,JAM JAR WITH PINK LID,7,0.0,0.0,0
12649,107,3,623.51,207.83666666666667,52.5,STRAWBERRY LUNCH BOX WITH CUTLERY,5,0.0,0.0,0
12650,3,1,314.44,314.44,53.0,LARGE RED BABUSHKA NOTEBOOK ,12,1.0,0.0,0
12651,335,1,114.0,114.0,53.0,CUTE CATS TAPE,1,0.0,1.0,0
12652,331,1,919.98,919.98,53.0,PAPERWEIGHT KINGS CHOICE ,1,0.0,0.0,0
12653,149,2,2209.85,1104.925,147.0,SPACEBOY LUNCH BOX ,7,0.0,0.0,0
12654,11,5,601.98,120.396,70.75,POSTAGE,11,0.42105263157894735,0.0,0
12656,17,5,4051.17,810.234,53.75,POSTAGE,8,0.2222222222222222,0.0,0
12657,11,4,1643.18,410.795,22.0,POSTAGE,9,0.40425531914893614,0.0,0
12658,19,1,686.05,686.05,53.0,60 CAKE CASES VINTAGE CHRISTMAS,11,1.0,0.0,0
12659,30,1,91.68,91.68,53.0,BELLE JARDINIERE CUSHION COVER,11,1.0,0.0,0
12660,11,1,245.1,245.1,53.0,PLASTERS IN TIN STRONGMAN,11,1.0,0.0,0
12662,1,11,3849.78,349.98,36.8,POSTAGE,6,0.3826086956521739,0.13478260869565217,0
12664,8,9,4881.88,542.4311111111111,38.75,POSTAGE,7,0.40540540540540543,0.0,0
12665,325,1,63.0,63.0,53.0,STRAWBERRY CERAMIC TRINKET BOX,1,0.0,0.0,0
12667,58,1,620.13,620.13,53.0,BAKING SET SPACEBOY DESIGN,10,1.0,0.0,0
12668,12,4,3807.15,951.7875,114.33333333333333,CERAMIC CAKE DESIGN SPOTTED MUG,1,0.38509316770186336,0.14906832298136646,0
