Recency,Frequency,Monetary,AOV,AvgGapDays,Cluster
4,21,7019.107290743086,334.24320432109937,33.1,2
32,16,6733.278474202488,420.8299046376555,44.53333333333333,0
13,23,5586.370532654381,242.8856753327992,30.863636363636363,2
39,29,11763.114701367396,405.6246448747378,23.428571428571427,2
19,20,5903.930691638521,295.1965345819261,33.63157894736842,0
22,10,2538.8996563414858,253.88996563414858,73.88888888888889,0
26,18,6728.406314190574,373.8003507883652,38.88235294117647,0
12,24,8079.093305321482,336.6288877217284,29.73913043478261,2
8,17,6850.2418761233275,402.9554044778428,41.375,0
119,23,7521.958327117944,327.04166639643233,26.045454545454547,2
151,17,7069.387631769501,415.8463312805589,29.4375,1
7,19,5424.984526351565,285.5255013869245,37.611111111111114,0
10,28,9036.669599941275,322.73819999790265,25.037037037037038,2
7,18,4602.8268622885425,255.71260346047458,39.8235294117647,0
19,22,5443.376607479299,247.42620943087724,32.42857142857143,0
50,26,6793.416731428117,261.2852589010814,25.56,2
55,13,4094.099498849573,314.9307306807364,51.166666666666664,0
20,15,5127.04649700959,341.80309980063936,47.357142857142854,0
4,19,6815.064809371992,358.68762154589433,35.833333333333336,0
43,29,9454.078799993185,326.0027172411443,22.571428571428573,2
20,15,5299.702066893285,353.313471126219,43.214285714285715,0
11,19,4561.309878830921,240.0689409911011,37.44444444444444,0
17,16,4934.4504644385315,308.4031540274082,42.46666666666667,0
12,24,8584.310120266118,357.6795883444216,28.26086956521739,2
42,22,6526.176144891362,296.64437022233466,30.61904761904762,2
70,24,5564.08552852512,231.83689702188,26.782608695652176,2
22,30,9732.498663557832,324.4166221185944,23.03448275862069,2
70,22,7097.89065227576,322.6313932852618,28.38095238095238,2
18,16,4743.497630306153,296.46860189413457,42.333333333333336,0
31,20,4637.564901356679,231.87824506783394,34.31578947368421,0
29,21,5505.2632309284145,262.1553919489721,33.55,0
19,19,5385.363220057292,283.44016947669957,36.72222222222222,0
11,21,5614.599455006831,267.3618788098491,32.5,0
34,16,5576.092002950413,348.5057501844008,38.266666666666666,0
28,14,3470.603275679109,247.90023397707924,43.38461538461539,0
120,19,7294.709882309698,383.93209906893145,31.333333333333332,1
16,21,5566.884166755549,265.0897222264547,34.1,0
56,21,7217.513314057716,343.6911101932246,31.9,2
55,27,7722.840894834172,286.0311442531175,24.653846153846153,2
32,13,3719.899369561777,286.14610535090594,53.0,0
100,22,8989.561387298321,408.61642669537827,27.333333333333332,2
16,12,3070.0152713762996,255.83460594802497,60.81818181818182,0
78,20,6605.2008316718475,330.2600415835924,31.473684210526315,2
60,22,5879.295201347518,267.24069097034175,29.61904761904762,2
18,21,6882.7667242439875,327.7507963925708,33.7,2
68,25,8272.047926100577,330.88191704402306,26.166666666666668,2
68,14,3989.0533328173738,284.9323809155267,45.15384615384615,0
5,14,4997.510469575553,356.9650335411109,52.69230769230769,0
17,16,5608.959699513456,350.559981219591,45.2,0
7,33,11647.134037885848,352.94345569351054,21.09375,2
3,15,3236.2648093455,215.7509872897,49.285714285714285,0
8,14,3427.461577128274,244.818684080591,52.76923076923077,0
62,25,7262.141937782738,290.4856775113095,25.375,2
6,16,5770.192282283859,360.63701764274117,45.93333333333333,0
9,25,8475.407739850652,339.0163095940261,28.666666666666668,2
141,10,3508.34164502887,350.834164502887,60.77777777777778,1
26,20,8533.349552140524,426.66747760702617,35.1578947368421,2
49,24,6300.193061923399,262.5080442468083,26.91304347826087,2
4,17,4664.2206158010085,274.3659185765299,39.125,0
12,16,4435.055078925543,277.19094243284644,42.8,0
2,17,4618.730278474301,271.6900163808412,39.625,0
23,19,6833.814068529962,359.6744246594717,37.05555555555556,0
33,18,5242.193516977268,291.2329731654038,39.05882352941177,0
29,22,8144.313997767762,370.1960908076255,30.095238095238095,2
4,21,5131.126040345393,244.33933525454253,34.45,0
12,24,6999.0709136599335,291.62795473583054,28.47826086956522,2
10,15,4016.6904748772527,267.77936499181686,45.642857142857146,0
11,30,10140.022996605316,338.0007665535105,20.03448275862069,2
19,15,4540.883693273587,302.7255795515724,47.57142857142857,0
216,11,2144.034763694021,194.912251244911,46.9,1
18,25,7112.812250740039,284.51249002960157,28.083333333333332,2
14,22,8661.863128189721,393.721051281351,32.0,2
3,17,5926.121670009867,348.59539235352156,41.4375,0
17,16,3379.619802036762,211.22623762729762,45.13333333333333,0
17,18,6566.422666970105,364.8012592761169,39.705882352941174,0
19,18,4771.435977520333,265.07977652890736,37.94117647058823,0
33,18,6465.110344848441,359.1727969360245,36.705882352941174,0
20,20,5692.346057748372,284.6173028874186,31.473684210526315,0
37,22,6897.119877320144,313.5054489690975,30.38095238095238,2
1,15,4096.58687495215,273.1057916634766,49.357142857142854,0
27,24,8322.74819891553,346.7811749548137,29.26086956521739,2
15,19,4306.072779553965,226.6354094502087,30.555555555555557,0
15,18,6647.938316555309,369.32990647529493,40.0,0
131,12,2729.8089481131265,227.4840790094272,50.27272727272727,1
98,17,4902.942733130692,288.40839606651133,34.125,1
5,15,2963.681844948467,197.57878966323113,47.0,0
8,25,9541.613609435977,381.6645443774391,27.833333333333332,2
25,22,6076.91690888964,276.22349585861997,31.761904761904763,2
82,16,4764.865429160335,297.80408932252095,39.2,1
79,13,4010.6460920013787,308.5112378462599,45.833333333333336,1
15,21,7850.7210629056735,373.8438601383654,26.65,2
14,22,5442.957387662293,247.40715398464965,31.857142857142858,0
9,17,5131.996603645985,301.88215315564617,42.375,0
7,26,10394.744525703747,399.79786637322104,26.44,2
18,24,9012.64220107609,375.5267583781704,29.130434782608695,2
3,22,6278.471494084158,285.38506791291627,33.0,2
105,21,5808.242991772706,276.5829996082241,28.35,1
46,17,6109.677580745831,359.3927988674018,35.9375,0
20,18,6351.280409747866,352.8489116526592,37.23529411764706,0
19,17,7352.076247317752,432.47507337163245,38.6875,0
168,19,3698.9576069145655,194.68197931129293,27.944444444444443,1
30,17,4769.53816571558,280.56106857150473,40.875,0
33,23,6701.326244626069,291.362010635916,28.772727272727273,2
54,22,5986.691661851424,272.1223482659738,25.80952380952381,2
19,21,6631.6889932234,315.79471396301903,33.0,2
1,22,6539.348052602906,297.2430933001321,31.714285714285715,2
14,18,7579.407772326145,421.0782095736747,39.705882352941174,2
180,15,6084.039357098699,405.6026238065799,36.285714285714285,1
19,15,4126.743504138777,275.1162336092518,47.714285714285715,0
21,16,6397.600247766782,399.85001548542385,43.2,0
54,21,7257.28804408613,345.5851449564824,31.95,2
4,23,6046.511122148746,262.8917879195107,28.40909090909091,2
10,18,4316.364505079555,239.79802805997528,40.529411764705884,0
81,21,7904.320880075892,376.3962323845663,30.95,2
152,15,5188.498996568095,345.8999331045397,35.214285714285715,1
13,19,5095.203876906693,268.16862510035224,37.0,0
20,15,4463.958553001231,297.59723686674874,46.92857142857143,0
29,20,6265.399669223346,313.26998346116727,34.473684210526315,0
34,23,8074.126456892561,351.04897638663306,30.181818181818183,2
12,14,4110.094017147444,293.57814408196026,49.84615384615385,0
23,22,5888.592814893288,267.66330976787674,31.952380952380953,2
18,22,8062.836397294585,366.4925635133902,29.80952380952381,2
107,25,7296.767014259817,291.87068057039266,24.625,2
8,15,4950.799175000503,330.05327833336685,49.214285714285715,0
20,13,4425.115717334082,340.39351671800625,51.416666666666664,0
1,20,7985.8493830656935,399.2924691532847,34.36842105263158,2
7,26,6584.078090446858,253.23377270949456,27.0,2
117,12,2389.709107136828,199.14242559473567,50.27272727272727,1
27,18,5248.134263665593,291.5630146480885,39.1764705882353,0
18,22,6314.830433124759,287.03774696021634,32.095238095238095,2
25,25,6684.513566371562,267.3805426548625,23.708333333333332,2
85,12,3456.4321499013367,288.0360124917781,52.54545454545455,1
53,16,6604.183004884486,412.76143780528037,42.53333333333333,0
38,27,10417.666858518598,385.8395132784666,24.76923076923077,2
69,20,8213.858741981052,410.6929370990526,32.78947368421053,2
56,21,7547.065457212535,359.38406939107307,31.0,2
18,19,7084.672503169799,372.8775001668315,37.22222222222222,2
51,24,7364.893336418726,306.8705556841136,28.217391304347824,2
9,27,7275.139897179142,269.44962582144973,22.576923076923077,2
68,18,3455.0706421014074,191.94836900563374,33.294117647058826,0
38,20,6403.03766255209,320.1518831276045,34.8421052631579,0
2,21,7782.88747920156,370.6136894857886,30.0,2
65,22,7415.032875146174,337.04694887028063,26.80952380952381,2
11,14,4499.8759563980975,321.4197111712927,52.38461538461539,0
8,21,6109.908429290818,290.94802044241993,33.1,0
68,23,5601.134528010188,243.527588174356,28.454545454545453,2
61,22,5486.234979318536,249.37431724175164,27.952380952380953,0
22,25,9820.009747801649,392.80038991206595,27.5,2
19,22,7326.414065276857,333.01882114894806,31.904761904761905,2
15,15,4536.300713333622,302.4200475555748,47.07142857142857,0
41,21,5879.138579934451,279.9589799968786,31.55,0
81,20,5882.278933269119,294.113946663456,31.31578947368421,0
54,15,3375.557590235878,225.03717268239186,42.285714285714285,0
6,22,5983.357090752628,271.9707768523922,32.904761904761905,2
24,22,6748.555872221431,306.75253964642866,31.19047619047619,2
17,13,2855.142895242678,219.62637655712908,56.916666666666664,0
6,23,11156.042456833176,485.0453242101381,31.40909090909091,2
101,19,4355.268665430584,229.2246666016097,31.0,1
6,18,6256.278934826694,347.57105193481635,39.294117647058826,0
35,18,6155.730936338972,341.98505201883177,37.88235294117647,0
52,14,3398.4977747141493,242.74984105101066,46.07692307692308,0
34,14,4129.676808208439,294.9769148720314,51.0,0
23,16,5939.362260516629,371.2101412822893,40.93333333333333,0
36,20,6226.072243827715,311.30361219138575,34.31578947368421,0
24,15,5308.969467058201,353.93129780388006,48.142857142857146,0
29,13,4375.159247024902,336.55071130960783,47.083333333333336,0
7,13,4394.805533299134,338.0619640999334,53.833333333333336,0
55,15,4272.480805145343,284.83205367635617,45.857142857142854,0
30,14,5385.723686163906,384.6945490117076,49.15384615384615,0
116,14,4721.264134897031,337.23315249264505,43.92307692307692,1
12,21,4607.890356018191,219.4233502865805,32.0,0
88,14,3847.173985817054,274.7981418440753,46.84615384615385,1
9,13,3076.8256921319685,236.6788993947668,52.583333333333336,0
149,21,6947.967714425787,330.855605448847,24.8,1
18,28,5608.039098360715,200.2871106557398,25.074074074074073,2
27,16,5093.18039020708,318.3237743879425,39.13333333333333,0
27,26,8225.606975095083,316.36949904211855,21.08,2
61,20,7472.531751368147,373.62658756840733,31.157894736842106,2
56,18,7872.476216176798,437.3597897875999,37.529411764705884,2
13,24,7418.531984187058,309.1054993411274,29.434782608695652,2
7,20,6841.404612505996,342.0702306252998,36.421052631578945,2
21,12,3639.8526897219467,303.3210574768289,61.63636363636363,0
48,17,4540.34792944785,267.0792899675206,40.125,0
21,18,6331.400514797243,351.7444730442913,39.11764705882353,0
10,25,7508.082828881982,300.32331315527927,25.583333333333332,2
9,23,7517.120566205402,326.83132896545226,28.136363636363637,2
49,20,7279.389680859889,363.96948404299445,31.94736842105263,2
81,21,6339.177892206784,301.8656139146088,29.25,2
71,14,6401.996206348402,457.2854433106001,47.92307692307692,0
35,10,4043.52523912006,404.352523912006,69.77777777777777,0
28,17,5395.463293072591,317.3801937101524,41.75,0
48,23,6658.750148660255,289.5108760287067,27.90909090909091,2
70,15,4416.113638768256,294.4075759178838,43.857142857142854,0
12,14,3293.7573081925607,235.26837915661147,35.07692307692308,0
5,20,5593.728339888024,279.68641699440116,36.526315789473685,0
28,20,6803.651815141229,340.18259075706146,34.0,2
49,15,5096.257134621265,339.75047564141767,46.5,0
17,23,8104.581737143986,352.37311900626025,30.954545454545453,2
16,14,5958.3826414854375,425.5987601061027,51.30769230769231,0
3,24,9035.958953693043,376.49828973721014,29.91304347826087,2
16,14,3052.546921603647,218.03906582883195,49.53846153846154,0
3,17,6016.11792194306,353.8892895260623,41.0,0
94,14,5408.05501279185,386.2896437708464,43.46153846153846,1
19,21,4942.298476108408,235.34754648135277,30.35,0
12,16,3407.8631324477183,212.9914457779824,41.06666666666667,0
40,25,10075.80943686282,403.0323774745128,23.375,2
22,13,4031.7707388860235,310.1362106835403,49.0,0
8,17,6001.116682480855,353.00686367534445,40.0625,0
15,20,6302.510194044335,315.12550970221673,35.526315789473685,0
40,21,7558.5265447740285,359.9298354654299,33.0,2
11,24,9115.7704528165,379.82376886735415,29.869565217391305,2
11,21,6575.130112601857,313.1014339334218,34.3,2
10,24,7648.664144590222,318.6943393579259,28.869565217391305,2
16,25,6728.962512599118,269.1585005039647,28.166666666666668,2
4,23,6847.405914683124,297.7133006383967,29.636363636363637,2
199,14,3819.578679892912,272.82704856377944,38.30769230769231,1
5,18,5006.150761943936,278.11948677466313,36.76470588235294,0
74,23,6840.910605094151,297.43089587365876,24.272727272727273,2
66,14,5169.847102060585,369.2747930043275,39.15384615384615,0
31,23,6274.804895533231,272.81760415361873,27.545454545454547,2
18,18,5217.637901461088,289.8687723033938,32.0,0
11,17,6113.565173201609,359.6214807765652,39.3125,0
11,27,6012.052416266045,222.66860800985353,25.615384615384617,2
59,15,3548.664333973282,236.57762226488546,45.642857142857146,0
12,23,6262.7629670053,272.2940420437087,30.818181818181817,2
48,14,3249.7855185185254,232.1275370370375,46.07692307692308,0
70,20,5959.050500577273,297.95252502886365,31.210526315789473,0
32,15,4179.255658061453,278.6170438707635,47.642857142857146,0
13,19,5701.961402514422,300.1032317112854,37.77777777777778,0
11,16,5777.0062028715865,361.06288767947416,45.8,0
148,18,5674.4593134014385,315.24773963341323,30.294117647058822,1
70,23,7582.586171042173,329.67765961052925,27.727272727272727,2
4,16,5506.772957711963,344.17330985699766,44.733333333333334,0
17,24,8122.327394677733,338.4303081115722,28.73913043478261,2
45,23,5777.701459764539,251.2044112941104,29.59090909090909,2
146,19,4544.870639724754,239.20371788025022,29.833333333333332,1
28,17,5145.921489031007,302.7012640606475,41.5625,0
31,14,3385.4337420587344,241.81669586133816,49.30769230769231,0
4,19,5742.799903666414,302.2526265087586,36.833333333333336,0
1,15,4757.516264678699,317.16775097857993,38.857142857142854,0
15,17,4359.893779729074,256.46433998406314,41.6875,0
3,13,3218.2274981512182,247.55596139624757,57.833333333333336,0
14,17,3704.1980053170564,217.89400031276801,42.75,0
22,17,3171.0474213263055,186.53220125448857,37.625,0
3,25,8378.264081457499,335.13056325829996,27.625,2
31,25,8063.833154629767,322.55332618519066,27.708333333333332,2
7,28,9084.139005355351,324.43353590554824,25.48148148148148,2
16,20,6936.196008873984,346.8098004436992,35.8421052631579,2
34,20,5220.589366337811,261.02946831689053,33.78947368421053,0
88,25,8566.39113236515,342.655645294606,23.916666666666668,2
24,19,4100.260161916564,215.80316641666127,34.94444444444444,0
28,18,6005.6497378267,333.6472076570389,36.294117647058826,0
12,19,6810.008158068665,358.4214820036139,36.55555555555556,0
9,16,4204.791460781957,262.7994662988723,42.733333333333334,0
59,21,7323.582484179575,348.74202305617024,31.9,2
36,21,4634.270292519191,220.67953773900908,33.0,0
1,16,4834.25673292636,302.1410458078975,45.2,0
49,15,3520.1872938803313,234.67915292535542,45.142857142857146,0
30,16,5658.269935552929,353.6418709720581,42.266666666666666,0
54,20,5243.7165794426155,262.18582897213076,33.1578947368421,0
3,21,5827.616233843488,277.505534944928,31.2,0
5,25,6969.73131935558,278.7892527742232,26.958333333333332,2
3,18,3549.8095357543652,197.21164087524252,34.35294117647059,0
10,16,4776.747576358301,298.5467235223938,44.86666666666667,0
72,18,3891.596512576567,216.19980625425373,32.529411764705884,0
11,17,5057.357951031621,297.49164417833066,40.4375,0
49,22,5098.551786466295,231.75235393028615,30.142857142857142,0
21,22,7855.802257956631,357.0819208162105,31.523809523809526,2
76,16,5596.152309247407,349.75951932796295,41.4,0
5,16,4546.289134508919,284.14307090680745,44.733333333333334,0
27,20,8084.25145127172,404.212572563586,35.0,2
55,18,4638.131867000657,257.6739926111476,34.05882352941177,0
5,17,4859.3526335265715,285.84427256038657,35.3125,0
15,14,3581.743686748399,255.83883476774278,52.07692307692308,0
20,21,5362.891033161817,255.37576348389607,33.85,0
8,17,6436.4699084087715,378.61587696522184,42.25,0
46,18,5380.843819305568,298.93576773919824,32.94117647058823,0
5,20,5220.459961728089,261.02299808640447,36.26315789473684,0
53,27,7615.906124367338,282.07059719879027,18.5,2
46,24,8725.816948060536,363.575706169189,27.565217391304348,2
85,16,3764.1717231501584,235.2607326968849,32.333333333333336,1
181,12,3130.7545527176326,260.8962127264694,46.45454545454545,1
26,17,4822.536281807601,283.6786048122118,40.6875,0
5,14,4453.587833655678,318.1134166896913,52.69230769230769,0
25,17,4312.155437371841,253.65620219834358,32.25,0
